
Pathwayname ECID Probeset AGI c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19 c20 c21 c22 c23 c24 c25 c26 c27 c28 c29 c30 c31 c32 c33 c34 c35 c36 c37 c38 c39 c40 c41 c42 c43 c44 c45 c46 c47 c48 c49 c50 c51 c52 c53 c54 c55 c56 c57 c58 c59 c60 c61 c62 c63 c64 c65 c66 c67 c68 c69 c70 c71 c72 c73 c74 c75 c76 c77 c78 c79 c80 c81 c82 c83 c84 c85 c86 c87 c88 c89 c90 c91 c92 c93 c94 c95 c96 c97 c98 c99 c100 c101 c102 c103 c104 c105 c106 c107 c108 c109 c110 c111 c112 c113 c114 c115 c116 c117 c118
Berberinemetabolism 1.5.3.9 249043_at AT5G44360 25.8 19 9.7 67.5 13.9 19.9 105.1 12.8 113.3 116.1 26.3 43.9 16.3 105 35.1 99.8 86.3 123.1 96.4 2.8 57.7 49.3 68.6 25.1 13.8 58.4 21.1 16 92.6 3.2 37 10.6 14 24.4 6.5 105.4 4.8 35.3 23.3 6.9 78.9 80.4 125.1 189.5 5.6 12.6 58.2 18.5 21.8 74.6 3.7 478.7 67.7 99.6 61.9 18.7 50.9 15.3 3 18.8 125.3 19.5 68.8 54.5 23.5 52.9 11.3 3.4 20.4 17 54.4 10.7 53.6 100.8 26.3 16.6 88 117.3 68 74.8 67.4 28.2 66.8 41.3 31.1 117.4 35.6 84.1 96.9 135.2 8.9 125 2.3 87.4 23.9 60.9 13.8 39.6 9.6 54.3 143 51.5 51.8 181.7 95.7 64.8 145.1 51.7 64.9 30.8 93.7 128.6 2.6 39.5 227.3 13 2.1 110.5
Berberinemetabolism 1.5.3.9 249046_at AT5G44400 235.9 166.3 25.9 1210.1 371.2 921.2 376.4 836 419.2 672.8 253.1 492.5 220 498 641.4 617.6 691.7 646.1 384.6 341.5 429.1 294.1 1374.2 426 230.5 202.2 2156 1031.2 1270.5 436.4 71.4 399.5 79.4 38.7 322.7 52.8 67.6 350.9 92.7 7.3 420.7 56.1 113 708.1 413.1 210.4 183.3 149.3 279.6 312.8 276.8 210.1 445.7 181.8 60.8 480.5 951.7 912.8 1297.3 804.2 548.8 1160.2 714.3 1030.7 943.5 176.6 17.1 137.3 99.6 381.9 465.6 578 453 308.7 114.2 255.1 246.1 250.7 106.1 145.2 186 62.8 208.1 9.2 62.2 139.5 74.2 56.6 474.9 104.2 15.1 152.6 2133.7 545.1 289.6 914.2 153.2 199.2 619.2 670.5 544.1 149.6 648.1 385.7 612.7 163.9 183.4 914.6 503.3 121.4 714.6 583.4 912.5 1554.6 363.2 704.9 671.1 435.8
Berberinemetabolism 1.5.3.9 249051_at AT5G44390 99.8 181.6 35.6 315.1 334.4 123.3 14.8 83.6 80.2 289 122.1 63.9 93.2 20 201.8 179 99.7 107.1 223 130.7 196.2 280.3 170.4 101.4 75.3 143.1 786.9 994.4 1124.8 699.1 30 149.2 33.8 67.3 149.5 61.1 26 136.5 97.7 14.3 147.9 166 168.4 329.2 236.4 126.2 180 225.4 415.1 353.2 213.1 323.1 365.8 275 12.2 223.3 82.3 66.6 96.2 133.6 115.1 136.3 89.6 136.5 16.2 230.6 4.7 123 92.6 113.9 110.4 131.6 114 103.2 78.5 79.3 77.2 108.6 88.3 90.9 84.5 234 103.7 33.6 57.7 66.3 130.8 130.6 179.6 95.1 216.2 148.6 64.4 175.2 91 288.2 82.7 61.1 312.8 326.7 411.1 78.9 78.1 84.2 479.1 89.1 68.6 196.1 479.9 99.4 316.6 373 351.4 387.6 268.5 342.4 618.8 323.5
Berberinemetabolism 1.5.3.9 249053_at AT5G44440 9.7 16.8 8.3 7.3 19.7 21.1 17.2 34.6 16.6 11.8 15.2 13.6 10.4 62.2 43.4 33.7 21.2 22.8 45.4 79.8 130.1 7.5 9.6 112.4 66.9 20.8 17.9 13.6 17.8 10.6 6119.7 292.2 7430 8105.1 328.9 5548.8 12102.1 870.3 1800.1 3132 543.4 506.2 1050.8 92.7 26.8 27.9 21.3 25.9 13 30.3 20.9 186.6 5.7 19.1 2310.2 199.3 74 38.5 15 15 26.2 179.5 15.7 13.8 98.3 28.4 14.6 16.8 11.5 526.6 562.1 499.1 566.5 159.6 232.2 194.9 165.9 25.1 77.4 217.5 148.6 365.6 171.6 16.4 50.5 48.2 22.1 81.3 452.7 309.6 67.5 232.5 9.6 13.2 212.6 16 171.2 9.5 6.7 13.2 8.9 27.2 44.1 14.2 36.1 31.2 104.9 8.5 12 73.3 24.3 17.9 45.2 6.2 10.4 10.2 17.1 15
Berberinemetabolism 1.5.3.9 254447_at AT4G20860 2177.7 2946.9 564.6 244.3 3625.4 125.3 68.7 90 204.4 458.4 398.9 158.9 989.6 34.1 1568 1608.8 1225.5 1365.7 1213.2 1323.5 944.1 885.7 252.3 773.5 3670.2 4997.3 1462.8 2159.7 3050.1 2459.6 1145.6 471.3 1277.9 1321.9 327.2 867.7 1146.7 515.7 2972.7 1392.8 594 1666.3 1248.2 1408.7 871.7 1540.7 1710.8 823.6 1306 1202.6 1018.6 439 1221 975.4 2918.5 1537.7 1405.6 429.1 1457.4 2081.2 397.2 167.8 1584.8 499.3 203.1 216.9 393.7 221.5 498.7 4459.7 4366.1 4467.2 4066.4 3833.1 4401.1 3864 4890.1 6602.5 7837.1 5526.3 5560.4 6492.8 8346.3 4405.9 8229.3 5897.2 10306.3 5120 5200.5 5000.5 9555.9 8856.5 291.9 2063.7 1652.6 778.4 2344.7 1559.6 1029.6 897.6 879.6 2047.8 1466.8 2100.4 2322.1 1896.5 1880.9 761 1775.6 1846.9 173.4 1122.6 1392.4 1504.4 832.2 992.4 393.7 611.1
Berberinemetabolism 1.5.3.9 263215_at AT1G30710 2.4 48.1 25.1 15.1 9 9.7 14.8 61.7 8.8 75.6 13.6 12.7 30.3 11 5.2 8.3 5.9 8.3 9.9 43.3 7.3 6 9 10.5 14.7 32.9 10.7 9.1 9.5 8.7 6.7 11.2 27.7 9.1 5.9 29.5 10.2 9.8 5.6 37.2 12.2 10.9 20.8 6.3 11.5 24.4 5.3 7 77.9 8.9 41.8 145.9 15.4 48.3 59.1 8.2 25 11.9 35.5 6.7 9.6 119 4.3 11 96.4 7 12.2 6.3 61 3.2 9.2 5.5 11.4 23.1 22.2 3.2 75 73.5 16.7 34.6 14.2 87.4 5.2 73 102.9 27.7 8 11 7.4 9.4 5.3 8.7 13.9 10 85.1 29.2 9 43.8 2.1 5.1 8.7 5.5 59.4 160.3 4.5 82 45.9 32.4 5.8 4.8 3 6 4.7 5.6 5.9 42.2 9.4 11.1
Berberinemetabolism 1.5.3.9 263216_s_at AT1G30720 674.8 1614.3 8.3 23.7 1589.6 12.2 4.6 24.5 16.1 15.6 11 3.9 207.2 10 740.1 682.1 704.4 908.2 1036.1 1224.6 752.9 555.4 4.5 234.3 294.8 1020.9 88.9 519.8 291.2 122.4 2330.6 150.1 2560.4 3350.2 129.9 1124.3 2263 93.6 999.8 2158.3 156.6 829.1 3119.5 172.9 472.6 590.1 491.7 397 257 182 225.8 276.5 437.1 334.8 1134.4 284.4 1036.4 665.4 769.3 1518.9 410.1 411.2 1136.2 805.1 288.9 235.6 357.1 94.3 257.9 729.2 570.8 621 473.5 950.6 754.2 793.9 1425.1 1667 1311.4 1613.4 1595.4 1400.9 1515.7 1877.9 2643.6 1690.2 2961.8 1931 1141.4 2689.7 4474.1 3220.5 6.1 291.8 537.9 43.3 1054.8 168.1 142 176 139.2 705.8 265.4 516.6 17.1 983.8 261.8 104.4 144.4 992.5 52.4 162 281.8 193.8 147.9 432.2 16.3 274.1
Berberinemetabolism 1.5.3.9 263217_at AT1G30740 5.1 7.1 2.6 2.4 41.2 5 8.6 12.3 5.2 7 7.4 8.5 2.7 4.3 54.4 6.3 39.9 90.4 4.1 4.5 3.2 5.6 34.2 6.1 3 5 9.7 5.8 4.1 5.5 8 3.7 9.3 5 12.2 9.5 6.8 3.1 6.8 8.9 4.4 12.8 15.2 9.4 9.5 4.7 9.9 5.4 10.7 11.9 5.5 261.2 12.1 7 8.5 2.4 11.2 61.4 5.7 15.9 16.8 45.7 4.4 4.5 11.9 5.8 11 10 6.5 7.1 2.4 5.6 3.6 3.6 3.6 7.1 5.3 4.1 6.6 5.9 5.8 93.7 3.3 7.2 6.4 22.6 3.2 4.2 2.5 6.6 4.9 9.3 7.8 7.5 34.8 6.1 3 3.7 11 5.8 3.1 3.7 3.4 4.6 7.9 6.2 9.2 9.5 2 2.3 25.9 7.9 4 2.9 2.8 4.3 3.2 6.3
Berberinemetabolism 1.5.3.9 264527_at AT1G30760 80.5 76.5 10.1 153.9 23.3 18.1 45.9 11.8 19.9 10.3 23.7 78.5 72.9 9.9 115.4 194.5 120.6 173.8 170.2 272.3 188.7 156.7 13.3 9.8 16.2 4.2 64.3 666.6 259.6 134.6 5150.1 212.5 4819.6 6503.4 120.8 1462.6 5357.7 272.5 1749.5 4479.7 170.4 3735.2 10174.6 325.8 3363.5 1390.6 1157.7 340.9 191.6 382.1 1529.6 473.7 487.8 906.4 2875 276.9 211.7 141.5 206.5 397.6 248 214.2 37.1 147.8 40.6 16.3 20.8 21.3 15.8 552.3 671.4 826.7 585.2 587.4 572.5 770.2 520.1 510.5 482.7 571.9 585.5 110.8 666 112.1 116.9 92 52.5 289.4 855 322.4 241 360 9.8 128.2 48.2 20.5 80.7 25.8 9.8 18.7 19.3 20.1 166.9 136.7 10.6 17.2 83.8 3.3 2.9 9 12.2 12.8 15.4 8 28.7 22.2 15 81.2
Berberinemetabolism 1.5.3.9 267414_at AT2G34790 241.9 163.6 158.6 48.3 107.8 100.1 66 27.5 4.1 6.1 7.4 114.3 5 7.7 301.3 207.1 177.9 197.7 255.4 113.6 113.1 129.2 24.7 5.4 14.6 31.3 75.7 163 202.2 131.1 399.3 267.6 350 409.6 25.9 287.6 373.2 125 447.3 368.2 104.5 141.3 649.5 123 88.2 223.9 152.4 205.6 33.8 88.7 120.9 148.6 189.2 166.2 253 112.9 148.8 159.4 126.5 86.9 95.9 114.4 91.4 17.2 151.2 114.5 22.5 43.9 14 305.9 200 217.2 164.1 115.4 104 280.6 164.9 51.5 80.5 139.6 59.5 86.9 195.3 11.4 9.7 17.6 108.3 6.8 167.2 6.3 8.5 40.7 42.8 132.2 69.6 32.5 122.3 167.1 2.6 17 1.9 14.7 63 68 11 179.3 110.6 19.3 2.4 57.2 19.7 39.3 5.7 9.4 15.8 34.3 57.4 13
Berberinemetabolism 1.5.3.9 267425_at AT2G34810 553.7 576.8 8.8 5448.5 429 402.6 316.8 295.4 166.6 1537 2800 373.7 294.5 310.8 733.4 466.3 505.3 324.5 346.1 285.2 383.7 441 655.3 500.3 1379.1 892.6 1643.5 908.4 3311 8859.2 5.6 174.6 119.2 87.8 109.8 24.6 51.5 205.7 266.2 49.2 282.4 192.1 77.3 242.5 117.2 99.2 126.4 134.5 169.8 302.7 218.9 306.9 118.3 138 320.7 272.6 558.2 277.7 569 711.2 954.2 392 673.9 958.6 307.3 7224.4 1956.9 544.3 1481.1 484.1 448.4 595.5 690.2 333.6 327.3 330.4 318.7 862.5 788.3 449.6 392.6 281.8 281.4 63.8 85.8 264.2 558.4 161.9 437.1 111.3 463.5 585.4 3075.6 513.2 634.6 686.6 353.1 1145.2 1398.6 906.6 1285.4 411.4 496.4 526.9 1310.5 266.3 1011.4 1751.5 1687.7 352 317.4 1966.7 2359.9 955.9 795.3 1194.5 707.9 848.1
Berberinemetabolism 4.1.1.25 265305_at AT2G20340 471 409.8 283.1 2659.3 407.3 1290.4 573.1 832 1026.7 1550.4 1625.3 742.3 491.6 438.2 649.1 536.3 653.2 527.2 492.2 593.3 521.3 440.7 885.4 496.3 1676.6 1002.7 391.9 448.9 501.1 273.6 146.2 274.4 139.2 211.1 296.7 123.7 166.1 291.1 223.4 140.1 556.4 379.5 84.5 276.2 537.8 170.3 229.4 408.2 157.7 281.7 333.4 343.4 219.2 284.3 167.2 314.6 884.2 858.5 721.6 791.6 925.2 1095 735.6 1119.9 1205.4 3902.4 1606.5 764.1 1478.8 287.4 261.5 346.5 407.5 249.6 297.8 210.5 191.2 183.6 126.3 164.6 166.1 363.4 366.5 102.9 184.3 213.8 240.6 199.4 251.9 150.7 228.6 188 1810.7 683.3 658.3 1265.2 391.2 494.8 1948.2 1691.3 1867 328.2 813.1 522.9 3019.5 355.1 518.3 1103.4 1232.2 235 1063.8 2555.6 1376.5 1850.4 2260.1 916 1696.9 1343.2
Biotinmetabolism 2.3.1.47 250837_at AT5G04620 245.4 361 466.4 265.6 356.6 299.9 834.4 472.6 476.4 302.9 196.5 398.8 296 984.9 366.9 284.2 282.9 327.2 315.7 325 354.4 427.9 274.6 255.1 300.2 354.2 246.9 267 376.6 306.3 228 425.1 332.9 289.5 365.8 184.4 318.2 346.1 254.4 326.8 571.3 321.5 247.2 295.8 339.2 268 403.8 448.6 527.9 330.1 398.8 1275.8 438.3 384.8 288.1 250.5 334.9 283.3 502.6 322.6 375.8 234.3 277.4 418.9 293 219.9 155.8 196.4 316.9 268.8 347.9 269.2 232.2 295 279.6 386.8 316.7 225.4 169.7 303.4 182.8 314.4 199.6 388.9 251.1 328.7 334.4 375.6 217.9 309.3 214.6 228 312.8 481.5 398.6 439.9 487.9 454.1 235.5 195.6 241.5 435.8 575.9 326.2 223.9 412.6 388.6 250.2 189.5 336.9 625.1 233.4 160.1 360.4 267.9 289.8 345.1 196.2
Biotinmetabolism 2.6.1.62 247916_at AT5G57590 656.6 363.3 1351.3 324.6 926.7 386.5 1593.5 858.1 535.1 329.1 485.1 677.1 377.7 1329.4 540.3 697.3 626.1 482.7 595.1 568.2 604.8 687.3 680.8 485.8 362.5 389 357.9 423.5 748 694.8 326.5 926.8 379.7 435.3 946.6 396.9 437.9 903 502.9 364 1061.9 612.1 397.5 694.9 896 812 768.5 1067.6 877 947.3 884.5 1119.4 738.6 911.3 400.4 672 559.7 707.1 509.6 488.9 604.6 693.3 514.8 686.4 657.2 226.7 279 281.4 315.6 503.1 609.8 427.1 432.2 288.3 319.6 329.2 372 304.8 209.5 249.3 324.9 490.1 298.4 395.4 294.6 625.5 312.9 180.8 363.6 234.8 358.8 383.2 397.9 618.7 787.2 568.9 426.8 608.2 397.1 263.7 297.8 445.1 729.1 670.5 380.6 450.3 567.2 442.2 275.6 528.6 512.9 464.2 249.7 616.8 399.3 274.8 200.3 347.7
Biotinmetabolism 2.8.1.6 260548_at AT2G43360 2688.1 2429.4 2570.3 2270.2 2807.8 1868.6 4087.1 2170.1 1152.4 1093.1 1207.1 2150.6 726.9 4153.7 2760.6 2051.7 2930.9 2497.9 2548.3 2403.6 2558.7 2668.2 1219.2 1942.4 1358.8 1449.7 1307.8 1603.8 3223.9 2718.9 1364 2829.1 1335.3 1437.5 2972.1 1329.6 1450.9 2821.1 788.1 1330.4 3383.8 1920.9 825.2 1876.3 2246.1 1691.1 1671.6 1925.2 1739.5 1834.5 1938.9 2031.5 1917.9 2025.4 1100.9 2270.3 2461.5 3169.2 2573.9 2462.1 4907.9 3345.5 2336.9 2816.6 2950.8 779.2 1253.5 1812.1 1360.6 2147.6 2082.5 1475.9 1700.7 1734.4 1570.7 1920.9 1770.8 768.5 795.6 1223.5 1142.3 858.4 1048.8 1106.9 685 1217.2 341.8 1451.1 1152.5 1256.1 637.4 776 1774.4 3135.1 2962 1864.8 2720.9 2570.4 1359.3 1053.8 1599.2 2501.6 3676.4 2689 847.4 2411.7 1675.9 1573.6 538.8 2546.9 2008.1 1348.2 864.3 2024.2 1618.8 1420.7 1565.8 1490.7
Brassinosteroidbiosynthesis 1.3.1.- 266095_at AT2G38050 504.7 491.8 380.7 592.5 535 668.3 691.3 889.5 694.8 438.9 914.5 813.9 551.8 568.6 609.4 677.1 641.2 585.8 732.3 666.9 810.2 710.2 885.2 937.6 765.9 785 389.1 400.1 510.4 530.5 755 789.6 674.7 715.4 794.7 667 763.9 668.6 785.1 568.6 609.5 801.7 675.4 673.8 741 702.4 653.2 701 595.8 624.7 655.8 872.4 766.3 813.2 780.7 591.3 737.5 682.7 615.1 585.2 637.5 676.6 637.1 679.2 671.6 772 1049.6 1006.8 790.9 722.9 569.9 513.9 582.4 586.4 548.4 598 655.3 619 431.3 477.8 445.4 456.7 501.6 622.3 556.7 576.4 459.8 547.2 475.4 618.6 547.4 471.6 840 502.2 597.6 401.3 466.1 462.6 801.1 688.6 607.3 401.4 476.9 321.4 498.4 663 346.2 1042 529.6 364.3 378.8 730.4 848 511.4 690.1 856.7 430.1 797.1
Brassinosteroidbiosynthesis NA 250752_at AT5G05690 5216.2 7676 2503.7 8281.8 3735.7 11150 6449.8 13507.2 11166.3 4453.8 15243.5 16254 6579.3 7132.2 9446.9 7323.3 9478.3 9723.5 10916.6 10343.2 10091.8 8274.7 16840.1 21931 8658.6 14977.8 2058.4 1778.7 2793.4 3082.6 6087 3710.3 7040.3 6205.5 4035.3 5501.6 7230 3955.7 5154.1 4530.8 2981.1 4039.8 8454.5 5667.9 7002.2 5436 5334.1 4232.7 4073.9 4265 4328.5 2842.4 4906.9 4820.6 5201.9 5893.6 9709.9 12525.7 6775.2 10552.8 6950.5 10047.9 11543.9 8837.6 7903.9 11071.8 13610.4 14708.8 12382.6 6255.3 6196.3 6424.8 8134.5 12479.9 13331.4 12314.7 12950 10886.5 11375 13282.6 13363.8 9184.4 8972.5 17100.3 11414.9 10750.9 6931 12207 8146.1 10709.8 5374.2 6904.6 8146.1 3672.6 4374.9 4946 9061.4 4592.1 7339.1 11111.4 7381.4 5556.1 3653.1 3613.3 5333.5 8720.3 3796.1 9335.7 5269.2 6706.9 4654.2 9759.7 8782.6 3840.2 10526.9 11290.8 3079.5 7291.7
Brassinosteroidbiosynthesis NA 252184_at AT3G50660 871.5 679.7 108.4 809.1 597.4 606.3 665.6 932.2 449.2 345.8 524.1 831.8 296.6 809.5 1035.6 1015.2 1182.6 913.6 1088.7 1007.7 535.7 709.8 301.4 777.2 717.4 314.9 496.2 569.6 481.9 732.5 1888.3 771.5 1766.2 1382.1 708.3 796.1 1778 551.2 2288.9 1942 636.1 1291 1291.7 387.9 535.8 494.7 539.2 525.5 438.4 576.1 566.6 876.2 526.4 403.4 2118.3 451.9 841.3 974.3 1233.6 488.9 352.7 901 579.9 878 1184 532.1 717.7 1425.7 798.8 508.3 582.6 693 624.5 626.9 500.1 350.5 542 368.3 382.1 427.6 460.6 917 824.3 357.4 289.7 547.7 349.5 637.2 550 525.2 359.9 506.4 706.7 998.8 1047.5 539.7 859.1 728.4 694.9 406 819.3 818.7 835.7 1063.5 390.4 783.5 760.8 719.5 229.1 837.4 370.3 894 433.9 562.1 911.9 627.4 417.5 522.2
Calvincycle 1.2.1.12 257807_at AT3G26650 57298.2 45211.8 3608.1 53987.6 42258.8 44943.9 43770.3 64217.7 60101.8 36926.8 55031.3 56188.8 44024.3 45446.1 44839.1 46152.1 46412 48864.2 43832.6 45040.5 36809.1 29758 47334.3 34266.2 26205.2 37514 21158.7 22081.2 20429.8 20788.5 19599.8 38690.7 21378.9 25674.6 43434.7 20860 25380.7 38381.3 20994 9762.8 41988.2 26066.8 10867.3 45522.7 51630.2 24497.3 28624.4 22448.2 33926 31283.2 36942.3 12878.5 22296.4 21432.8 21870.3 37710.4 38956.5 59112.8 47359.8 52105.5 47166.5 56197.7 46844.6 41894.7 49501.6 41254.1 55739.2 61554.5 63862.6 57570.9 51390.2 44541 41379.9 62211 66067.6 45838.1 57485.4 54101.4 53145.9 61814.4 56282.3 87823.5 61351.2 57073.1 64046.7 50679.5 56144.4 71860.3 59298.2 72056.6 68352 65008.3 37939.1 41865.9 43970.7 40664.6 47664.6 36561.5 44765.3 52311.7 44501.9 47118.8 44179.4 42953.5 41740.8 47033.5 47283.4 38400.2 42951.9 48973.9 55870.7 56524.8 32192.5 41010 80243.1 40974 59816.4 62645.7
Calvincycle 1.2.1.12 258588_s_at AT3G04120 30082.9 22336.2 23361.6 19264.7 26661 23556.4 24592.1 21392.2 26965.4 23444.1 14879.3 15566.2 25492.8 22336.4 27802.8 30586.2 28866 27034.2 26821 28527.9 27096.1 26533.7 14123.8 10621.8 11115.4 11009.2 29517.8 37951.8 26178.4 33682.6 23412.1 35726.7 27888 25075.4 33532.6 28386.3 26222 27129.2 31763.2 30553.7 22854.9 26089.4 23117.6 25772.1 26687.4 22664.5 26328.1 32642.1 23325 23144.8 26577.2 18799.8 27542.7 28673.5 31382.1 22220.6 19064.8 18020.6 16070.6 15243.6 17912.8 17426 16869 19139.7 18322.9 13484.5 9707.9 9622.8 12666.3 21641.2 18738.5 21271.6 17962.4 16640.1 15813.2 17513 17194.2 16773.9 17920.4 17372 16466.3 26386.4 24217.2 17957.6 23544.7 24771.4 26625.5 13284.1 20438.6 11677 22821.1 20132.4 14404.1 31457.9 28957.1 21969.8 27396 29874.7 19765.3 23046.2 18320.2 23979.8 33411.4 35303 18047.9 21422.8 29941.5 18064.6 26525.7 28616.4 18972.5 19316.3 17556.5 24884.9 17046.3 22744.4 26582.1 21511.8
Calvincycle 1.2.1.12 259361_at AT1G13440 35367.4 28681.5 18435.5 36022.7 35590.2 31752.4 25920.3 44701.2 45189 29472.2 31439.2 39952.5 37804.3 30786.1 33304.1 33209.5 35478.3 37865.2 30935.7 34496 27319 28923.7 27492.3 24451 19620.2 22452.5 23494.9 31242.7 19748 25052.9 28573 34546.6 25325.9 24400.1 41348.4 30250.1 28026.2 34649.6 28407.6 28758.8 33664.8 28993.1 25051.9 34619.3 33207.8 31451.1 31547 34230.2 32517.6 34302.1 36803 22033.5 32563.9 30274.5 24952.2 30963.6 26781.4 26375 31721.9 30242 24825.6 27209.6 29440.5 27013.4 28579.9 28347 23215.1 22969.4 30525.7 32275.8 30254.4 26043.1 21382.7 31213.2 30847.6 25816.4 28680.2 29570.5 31225 29383.6 27804.1 34610.5 28488.3 27435.7 27979 35318.5 27309.4 26930.2 29616 26882.4 31359.2 27666 27040 32008.5 29769.9 28705.2 30100.7 30373.2 30179.6 36155 30038.1 30222.1 31636.9 33247.2 26977.3 26880.7 33695.4 25727.1 29005.2 30195.5 43155.9 30584.6 25022.1 27385.8 37796.1 29109.9 38558.3 30517.2
Calvincycle 1.2.1.12 259625_at AT1G42970 42287.6 37649.8 1315.4 43812.1 36995.4 39411.6 29869.1 55878.2 47434.9 22469.8 36392.7 46377.4 31885.5 30411.4 28175.5 27979.1 29627.3 29896.2 27100 28312 19969.9 15782.8 38689.9 11017.5 10515.8 15801.9 8854.9 7693.1 13117.9 9966.1 3309.1 31953.1 4350.8 5462.6 32835.2 3914.6 4958.6 30730.7 6499 1582.5 28039.3 14710.1 856.9 31002.6 35568 15395.5 17940.4 10907.2 20297.1 18826.3 22609.8 4202 8098.7 10958.2 7137.4 29253.6 18819 23578.6 17934.4 15601.2 21699.7 26435.8 19687.2 19313.2 27906 10468.3 13745.1 17979.8 27791.4 37613.7 33491.4 33695.5 29292.2 34329.5 32841.4 28299.4 32063.5 24454.1 22849.5 29857.3 29367.4 35367.4 32301.6 23734.1 17740.5 23932.6 11999.7 30611.2 37028.8 30635.2 18984.7 27807.9 28632.7 32717.5 40135.3 33290.6 45938 29310.1 38751.3 20025.4 35389.4 43231.4 40905.6 34681.1 35576.4 42879 31182.2 24995 18996.7 44939.8 52323 35226.9 15910.2 31029.9 32065 23617.8 52295.2 31087.1
Calvincycle 1.2.1.12 262939_s_at AT1G79530 684 662.5 2478.4 172.1 1146.7 78.1 387.8 150.5 163.4 103.4 72.5 136.4 191.5 305.9 645.4 932.2 888.9 562.2 630.5 798.6 808.1 783.1 65.4 91.1 63.9 71.9 997.4 1415.7 350.5 640.7 2049.5 1468.8 2130.4 1967.8 1119.7 1895.9 1856 1118 2025.8 2646 1271.7 1893.1 2528.3 785 792.1 1023.2 898.4 1164.2 710.2 701.4 896.9 1489.8 1192.4 1190 1802.8 882.9 479.4 220.5 437.9 242.6 398 294.8 272.6 318.3 241.2 103.1 58.3 71.8 76 1036.2 1024 992.2 869.5 832.7 667.2 853.7 781 662.8 664.9 616.1 730.3 511.5 561.2 830.8 320.6 654.3 561 509.7 607.1 291.9 603.8 365.4 152.4 1223.2 953.5 542.3 842.6 2082.4 71 92 142.9 692.4 794 939.2 114.9 943.3 1201.3 324.9 116.4 791.3 115.3 146.2 158.9 758.7 162.1 176 90.3 99.1
Calvincycle 1.2.1.12 265998_at AT2G24270 10524.5 10688.4 101.7 16063.1 13432.6 9524.8 14712.8 10493 10960.1 6860.4 11107.2 9954.5 7161 10962.8 8277.7 9101 9347.4 8144.7 8197.7 7995.8 6888.6 7081.6 15215.3 12891.2 8106.2 8939 4266.5 3123.4 2393.3 3343.3 4547.5 7897.4 5967.2 5662.3 7356.9 4497.4 6105.9 7962.6 6579.5 2368.5 5796.4 4910.9 4516.7 11883.1 11577.9 6903 7921.3 8926.7 5530.4 6163.8 6124.8 4667.9 6614 7174.3 5314.4 11859.4 6628.5 4630.6 4353 4984.9 5034.8 5174.2 5267.4 5262.5 4771.4 2572.7 3332.8 3431 5895.4 14276.7 13281.4 12314.3 13752.5 20938.4 19662.7 18357.2 20335.2 15792.6 18455 18899.8 18828.5 18271.3 17270.7 20210.3 10013.1 13970.7 7749.3 17713.6 22828.9 16397.8 11913.3 16375.7 10635.1 9469.7 11993 11239.5 13489.9 8143.2 10430.5 9353.8 10051.8 12438.4 8362.9 7620.9 15027.9 13292.3 6776.4 11218.2 6143.4 16000.2 11544.9 9718.3 8637.2 11608.7 6343.1 10057 11264.1 8016.1
Calvincycle 2.2.1.1 245089_at AT2G45290 669.7 407.5 8964.2 284.8 605.3 195.3 177.6 146.8 285.7 289.1 270.1 106.7 192.2 147.4 400.3 434.8 418.8 345.8 486.5 439.4 372.7 456.7 181.4 175.3 422.5 297 686.9 1051 1474.3 1112 902.7 737.2 692.1 777.1 790 588.9 838.9 608.9 748.4 1131.5 696.4 423.4 524.9 401.4 355 788.2 742.1 1413.7 621.1 648.1 586.5 624.5 1037.2 993.4 890.1 341.1 204.7 515.8 416.5 533.9 421.4 407.1 368.4 374.8 299.1 296.4 232 78.4 175.4 547.4 533.4 493.5 428.3 274.1 209.3 274.3 286.1 259.2 139.5 199.3 184.1 300.9 330.7 226.8 198.5 457.8 291.7 223.4 304.8 241.4 299.9 194 322.4 872 569.9 293.2 476.4 464.3 220.4 194.6 211.6 624.5 450.4 986.8 367.7 431.2 582.2 350.7 142.9 433.4 208.5 327 298.7 427.5 191.8 407.3 219.3 244.9
Calvincycle 2.2.1.1 250234_at AT5G13420 3459.4 2743.8 9365.7 1155.7 3597.4 2064.2 1651.1 1753.6 1933.9 2675.1 1865.4 1376.1 1533 1588.3 4585.4 4936.5 4523.8 4964.6 3991.7 4642.6 4449.9 4678.7 1270.7 1298 1621.5 1841.5 6002.6 10311 4370.8 5385.3 7836.1 6275.4 7152.6 7129.7 5561.7 8986.4 6636 4694.3 6879.4 10224.3 4583.2 6977.5 8552.5 3350.8 4137.7 4388.3 4199.3 4844.6 4811.8 5048.8 5081.8 5833.6 4851.1 4603 6745.9 3575.5 3771.1 2248.7 3438.1 2737.4 3730 2616.8 2463.9 3580.4 2743.4 1739.6 534.4 1118.8 1169.9 3664.5 3645 3071.9 3130.5 2169.5 2314.9 2524.8 2224.6 2319.7 1975.9 2133.7 2331.6 2103.3 1949.5 1498.5 1849.8 2334 2657.4 1808.7 2608.8 1613.4 2318.7 2057 1267.6 5727 4149.3 2922.9 3385.7 4552.4 2539.2 3095.3 2260.8 2706.4 5589.5 6144.8 2716.8 3106.7 4103 2574.8 3609.5 2533.8 2480.3 2070.6 2986.5 4509.1 1570.6 2496.5 2561 2070.1
